date,content,reply_count,retweet_count,like_count,quote_count,hashtags,emojis
2020-08-05,RT @SimonEaves1: The #COVID19 pandemic is still charting its course. We've identified the three critical cross-currents that are affecting…,0,11,0,0,['COVID19'],
2020-08-05,Customers' experiences are radically changing—and so are their expectations. Here's how companies can evolve with them: https://t.co/n16MfsqJjU #FjordTrends https://t.co/2wBimCXait,0,9,22,0,['FjordTrends'],
2020-08-04,"Despite the potential of the #cloud, it also creates new challenges for IT organizations. We’ve found 5 key focus areas to managing cloud services more effectively: https://t.co/hy79SukRqR https://t.co/QD1DXsRYsp",3,9,33,0,['cloud'],
2020-08-03,"The #COVID19 pandemic not only disrupted enterprise systems—it exposed weaknesses too. 

Here's what a move to #cloud ☁️ can solve: https://t.co/JcDKP6ozr9 https://t.co/HkuLTm2DtV",0,8,32,1,"['COVID19', 'cloud']",☁
2020-07-31,"How can businesses and organizations tackle new, complex problems with the help of #AI-driven tools? Read on to find out: https://t.co/hNDcE8Yhob https://t.co/MqSIIhSMfa",0,6,18,0,['AI'],
2020-07-31,Nearly two-thirds of enterprises haven’t achieved the expected benefits of their #cloud migration journey. Why is that and what barriers do they face? Find out: https://t.co/kdtR4rmjkB https://t.co/H23NJq5wNQ,1,5,12,2,['cloud'],
2020-07-30,"Most businesses aren't getting what they expected from the #cloud. ☁️

Are you one of them? Start here ➡️ https://t.co/9TOaRavMUb https://t.co/3cM2kAuTdN",0,6,27,1,['cloud'],☁➡
2020-07-29,We’re honored to collaborate with @FastCompany on this year’s Best Workplaces for Innovators. Congrats to these extraordinary organizations for creating cultures where people at all levels can innovate. #FCBestWorkplaces https://t.co/T5YmzLu31n,0,11,58,1,['FCBestWorkplaces'],
2020-07-27,"🤝 Collaboration 🤝

See how powerful it can be: https://t.co/Qc2o8Tiedb #IntoTheNew https://t.co/HwSvoS02IH",0,4,19,2,['IntoTheNew'],🤝🤝
2020-07-24,"Ready, reset, reinvent. As the global landscape quickly changes, a flexible mindset is more important than ever. More in #FjordTrends: https://t.co/nxLJxKo69S https://t.co/FJrGBwH6d6",1,12,23,0,['FjordTrends'],
2020-07-23,"Hybrid #cloud deployments combine the best of public and private, but there are 3 key factors to consider before you implement: https://t.co/zFpU8EKCjL https://t.co/M8t2dtP82e",2,9,15,0,['cloud'],
2020-07-23,"RT @JMOllagnier: The renaissance of the European industrial sector will depend on increasing the pace and scope of #DigitalTransformation,…",0,9,0,0,['DigitalTransformation'],
2020-07-21,"Cross-function collaboration can help companies drive revenue growth 4x higher than their industry peers.

Here's how they do it: https://t.co/KxeeIWFPxD #IntoTheNew https://t.co/LPrYA2IsJS",1,7,15,0,['IntoTheNew'],
2020-07-20,"From robotics to digital experiences data privacy, #COVID19 has made the tech trends more urgent than ever. Our #TechVision2020 update explores how: https://t.co/KVb4iHpBtC https://t.co/pJJWljBjPD",0,8,30,3,"['COVID19', 'TechVision2020']",
2020-07-17,"How does myNav take the guesswork out of #cloud solutioning? By lowering the risk, cost and time required to meet strategic business objectives. Learn more: https://t.co/js0t7TKBho https://t.co/QV3gEWAh74",1,10,31,1,['cloud'],
2020-07-17,Our new report discovered how leading companies break down internal silos by leveraging the power of technologies like #cloud: https://t.co/VRT28oBWui #IntoTheNew https://t.co/jwEP44RABI,1,8,36,1,"['cloud', 'IntoTheNew']",
2020-07-16,"As #COVID19 spread, we partnered with @RollsRoyce to quickly create a new supply chain process to scale production of ventilators in the UK. 

Overall, 13K ventilators have been delivered across the entire #VentilatorChallengeUK consortium. More info ⬇️ https://t.co/1rkirV5bea",1,7,31,0,"['COVID19', 'VentilatorChallengeUK']",⬇
2020-07-16,"The sudden arrival of #COVID19 forced some companies to change quickly—and for the better. Here's how, via @WiredUK: https://t.co/d9PAShZz2V https://t.co/d9PAShZz2V",0,10,26,1,['COVID19'],
2020-07-15,Customers and employees expect organizations to respond to global challenges in a meaningful way. #FjordTrends looks at how to redefine growth: https://t.co/P29bU4EYvn https://t.co/Py3Ba02GUS,1,9,32,0,['FjordTrends'],
2020-07-13,How does #COVID19 accelerate technology trends? Our new update to #TechVision2020 explains: https://t.co/Dx9PlVEI4s https://t.co/Mx78rtZMsC,2,8,23,1,"['COVID19', 'TechVision2020']",
2020-07-09,"The COVID-19 crisis hasn't changed our #FjordTrends predictions for 2020—in many cases, it's accelerated their arrival: https://t.co/qfJkgIXMQK https://t.co/01mMWuHrSj",3,12,35,1,['FjordTrends'],
2020-07-08,Find out what a true culture of equality looks like in our latest #GettingToEqual report: https://t.co/kgeNrqJLqI #PrideAtAccenture https://t.co/yU57eJOeIm,2,3,22,1,"['GettingToEqual', 'PrideAtAccenture']",
2020-07-07,"If you want to go fast, go alone. If you want to go farther, go together.

See how cross-function collaboration helps companies drive revenue growth up to 4x higher than peers: https://t.co/4F5p2XNHUk #IntoTheNew https://t.co/b5udP4hBt0",2,12,34,4,['IntoTheNew'],
2020-07-06,People depend on technology more than ever due to #COVID19. See how: https://t.co/XoJw67z3RT #TechVision2020 https://t.co/cYtpgp9rIm,1,9,38,1,"['COVID19', 'TechVision2020']",
2020-07-06,"Whether it’s Prince, the X-Men or a rugby teammate, drawing inspiration from the courage of others can be an important part of the coming out journey. Our LGBTI community shared some of their stories: https://t.co/jih1UUYLBJ #Pride2020 #PrideAtAccenture https://t.co/kKgIjP5PP8",0,7,38,1,"['Pride2020', 'PrideAtAccenture']",
2020-07-03,"For Mercedes-Benz, here's how #cloud migration enabled one consistent platform for delivering engaging and relevant experiences to customers: https://t.co/cc0JXvcavT https://t.co/7ggJsVxisP",1,18,35,1,['cloud'],
2020-07-02,The right technologies can foster the collaboration you need to sync collaboration across the company. See how #cloud is sparking significant growth: https://t.co/hwKF50peqi #IntoTheNew https://t.co/u09gaMa6tX,0,6,16,0,"['cloud', 'IntoTheNew']",
2020-07-01,"How can you uplift the LGBT+ community in the workplace? Our report outlines recommendations, from developing an ally program to supporting employee mental health: https://t.co/lRNBCEbYnL #GettingToEqual https://t.co/YMJwzJ7P0M",1,15,24,1,['GettingToEqual'],
2020-06-30,Scalable infrastructure. Shorter delivery times. More innovation. All powered by #cloud migration. See how we worked with MONETA Money Bank: https://t.co/YGn4fE6BVx https://t.co/8F6z2lrNlo,1,10,24,0,['cloud'],
2020-06-29,The need for technology innovation is greater than ever due to #COVID19. Find out why in our update to #TechVision2020: https://t.co/tQiUFkLUOB https://t.co/FZ6BNlfHiY,0,7,28,1,"['COVID19', 'TechVision2020']",
2020-06-26,"Cloud is the ticket to greater flexibility, more experimentation, and faster reactions to changing market demands. Read how the most agile organizations are leveraging #cloud solutions: https://t.co/fmog7ia8UH https://t.co/cO3zdLx4xz",0,5,29,1,['cloud'],
2020-06-23,How focusing on cross-function collaboration can help organizations continue digital transformation—even through an economic downturn? Our new report explains: https://t.co/mNbZVZJber #IntoTheNew,2,9,20,2,['IntoTheNew'],
2020-06-22,How does #COVID19 accelerate technology trends? Our new update to #TechVision2020 explains: https://t.co/NvItlXP0Ec https://t.co/NvItlXP0Ec,2,20,52,4,"['COVID19', 'TechVision2020']",
2020-06-19,"RT @JulieSweet: #Juneteenth is a time to look ahead with hope but remember where we’ve been. @Accenture, we’ll continue to work together to…",0,22,0,0,['Juneteenth'],
2020-06-16,RT @JimmyEtheredge: Fantastic news from #SCOTUS! Thank you @Accenture leaders for joining @HRC &amp; 200+ orgs in creating an amicus brief to s…,0,33,0,0,['SCOTUS'],
2020-05-29,"Here’s how we helped Del Monte use #cloud migration to realize tremendous cost savings, scale operations and develop innovative new products faster: https://t.co/S6apSlSh7j https://t.co/fLPyFMDQGX",2,10,41,4,['cloud'],
2020-05-21,"How can #AI help us solve global challenges—and predict &amp; prepare for future ones?

Find out more about human-AI collaboration in our #TechVision2020 report: https://t.co/GNipGfBTsU #IntoTheNew #HPlusM https://t.co/Cs7nkwov8n",0,12,31,1,"['AI', 'TechVision2020', 'IntoTheNew', 'HPlusM']",
2020-05-19,Our tech and design guide to navigating a changing customer landscape is more relevant than ever. Read #FjordTrends now: https://t.co/SauSJjIAEJ #IntoTheNew,0,6,15,1,"['FjordTrends', 'IntoTheNew']",
2020-05-13,"RT @SimonEaves1: As some businesses begin to reopen amidst the unpredictability of #COVID19, #CEOs can outmaneuver uncertainty by following…",0,31,0,0,"['COVID19', 'CEOs']",
2020-05-04,"How can brands maintain relevant customer experiences as they shift to digital-only interactions?

Find out more in the #TechVision2020 trends: https://t.co/M0AefOUDVC #IntoTheNew https://t.co/5ON9sFo7KM",0,7,21,3,"['TechVision2020', 'IntoTheNew']",
2020-04-28,🎥 See how we're helping to monitor and restore endangered coral reefs with the help of #AI: https://t.co/0hMLFm9ddX https://t.co/0hMLFm9ddX,0,12,28,4,['AI'],🎥
2020-04-27,"As our lifestyles change, are existing products and services in sync with what people need and want?

Our #TechVision2020 report digs in: https://t.co/zWy1nBhWYs #IntoTheNew https://t.co/Nut3Dl7dzX",0,8,23,0,"['TechVision2020', 'IntoTheNew']",
2020-04-20,"✅ 98% of leaders think employees feel their company is inclusive
🚫 80% of employees actually feel included in their workplaces

How to close the ""perception gap""? Read about our #GettingToEqual research, via @businessinsider: https://t.co/bCLXPBTolg https://t.co/bCLXPBTolg",1,5,22,1,['GettingToEqual'],✅🚫
2020-04-16,RT @Hartmanglen: Companies working to meet customer needs due to #COVID19 will need to reorient just about every part of their business tow…,0,8,0,0,['COVID19'],
2020-04-14,Congratulations to all our people in India—it’s because of you that we’ve earned this terrific recognition. @BT_India #BestPlaceToWork #BestOf2020,0,19,58,0,"['BestPlaceToWork', 'BestOf2020']",
2020-04-09,RT @JMOllagnier: New technologies and digital help businesses to cope with the #COVID19 crisis—but the resilience of their IT systems is be…,0,6,0,0,['COVID19'],
2020-04-07,RT @JMOllagnier: The #COVID19 pandemic is not just a short-term crisis. It will forever change both how people work and how supply chains f…,0,6,0,0,['COVID19'],
2020-04-07,RT @ManishSharma_70: Global businesses are under immense strain and pressure due to the #COVID19 crisis. Smart leaders must move quickly to…,0,24,0,0,['COVID19'],
2020-03-26,"As we continue to build our virtual selves, which companies will we trust to host our data? #FjordTrends predicts the challenges of the digital double: https://t.co/AvuK0rZNiU https://t.co/nvFphEUMuJ",3,7,20,0,['FjordTrends'],
2020-03-25,RT @sageeva3: #COVID19 has required us all to dramatically change the way we work…and building a resilient #workforce matters now more than…,0,40,0,0,"['COVID19', 'workforce']",
2020-03-25,Read our #GettingtoEqual research to learn what you can do to create a culture of equality in your workplace: https://t.co/Qrc6kyZQQN https://t.co/dyQ2tOEk9p,0,5,33,1,['GettingtoEqual'],
2020-03-13,"Robotics are moving out of the enterprise and into the world. 

Where will you find them? Find out more in our #TechVision2020 trends report: https://t.co/QS5r0396oG #IntoTheNew https://t.co/TbPth47J3J",4,14,40,2,"['TechVision2020', 'IntoTheNew']",
2020-03-12,"Culture makers are achieving greater workplace equality for all. Here's how you can, too: https://t.co/RhFGLBAB4g #GettingToEqual",4,8,27,1,['GettingToEqual'],
2020-03-12,"@ella_podmore We're glad you liked it, thanks for joining us! 🙂 

We released new research ahead of #IWD2020 looking into how leaders can create a culture of equality in the workplace. Here's the full report, if you're interested: https://t.co/tudDPsxCMo https://t.co/tudDPsxCMo",0,0,2,0,['IWD2020'],🙂
2020-03-11,RT @AccentureACTIVE: An ad that follows you across devices—a great way for shoppers to not miss out or the creepiest #digitaladvertising ac…,0,3,0,0,['digitaladvertising'],
2020-03-11,"💬 What is a culture of equality? 
💬 Why is it important?
💬 What can leaders learn from it?

Our CHRO @EllynJShook1 explains. https://t.co/HymgJHKFqr #GettingToEqual #IWD2020 https://t.co/3lSW6RXjcf",1,10,34,1,"['GettingToEqual', 'IWD2020']",💬💬💬
2020-03-10,"Design for all life—not just human life. #FjordTrends 2020 explores companies that are making sustainability a business necessity, and why it matters: https://t.co/7NWvlXJFUr https://t.co/nhgEzgDfPf",0,9,21,1,['FjordTrends'],
2020-03-10,"""It’s the culture, not the rhetoric, that nurtures great people and great thinking."" Our @BarbaraRHarvey shares her insights on our #GettingToEqual research: https://t.co/EelLSxut24 https://t.co/0hheGGt57F",2,6,11,0,['GettingToEqual'],
2020-03-10,"@TenStrands Thanks for joining us and sharing your insights! We released new research ahead of #IWD2020 looking into how leaders create a culture of equality in the workplace. Here's the full report, if you're interested: https://t.co/tudDPsxCMo https://t.co/tudDPsxCMo",0,0,0,0,['IWD2020'],
2020-03-09,Organizations need to rethink their technology approach to bring a human focus to the core of their operations. Our new #TechVision2020 report explains: https://t.co/gUhF5ey79c #IntoTheNew https://t.co/SHCXaUwANS,2,6,20,0,"['TechVision2020', 'IntoTheNew']",
2020-03-09,"RT @AmyFuller: Innovation needs #Diversity
Great to talk workforce change with @salesforce along with other thoughtful C-suite leaders @Sal…",0,6,0,0,['Diversity'],
2020-03-09,"@CFChoudhury We're glad you enjoyed it, thanks for joining us! We released new research ahead of #IWD2020 looking into how leaders create a culture of equality in the workplace. Here's the full report, if you're interested: https://t.co/I15XDzqIOD https://t.co/I15XDzqIOD",0,0,2,0,['IWD2020'],
2020-03-09,How are we building a culture of equality at Accenture? Hear from our CEO @JulieSweet: https://t.co/EE6c59eFAp #GettingToEqual #IWD2020 https://t.co/zAjYkjoxMl,4,27,69,2,"['GettingToEqual', 'IWD2020']",
2020-03-08,"This #IWD2020, we explore what a true culture of equality looks like—and we thank those who light the way. Find out more: https://t.co/7sNWhGCyQX #GettingToEqual https://t.co/2ZyKMHwq0c",2,20,54,1,"['IWD2020', 'GettingToEqual']",
2020-03-06,"Leaders might think they’re creating an empowering workplace culture—but many employees don’t agree. Here’s what we uncovered in our new #GettingToEqual research, via @Forbes: https://t.co/qbZawSf23g #IWD2020",1,11,24,1,"['GettingToEqual', 'IWD2020']",
2020-03-06,"@chandrikanm @sashaterfous @TheCCD Thanks for joining us and sharing this thread. We have also released new research ahead of #IWD2020 looking into how leaders create a culture of equality in the workplace. Here's the full report, if you're interested: https://t.co/I15XDzqIOD https://t.co/I15XDzqIOD",1,0,1,0,['IWD2020'],
2020-03-06,@SodexoGroup Thank you for sharing and contributing your valuable insight to our report. #GettingToEqual,0,0,0,0,['GettingToEqual'],
2020-03-05,"Say, do, drive: three steps to a more inclusive culture. Find out more in our latest #GettingToEqual report: https://t.co/L7zwTmAwLT https://t.co/uXYvdWNThq",1,12,38,5,['GettingToEqual'],
2020-03-05,"@Vamegabyte Thanks for sharing, you can also check-out the full report here if interested: https://t.co/JQEgwYjoYr #GettingToEqual #IWD2020",0,0,2,0,"['GettingToEqual', 'IWD2020']",
2020-03-05,"@Cloobyloo Thank you! @Accenture_Irl certainly made us proud. 👏👏👏

Thanks for joining us, feel free to check out our new report on #GettingToEqual we released ahead of #IWD2020: https://t.co/wZyRxdl1VV https://t.co/wZyRxdl1VV",0,0,1,0,"['GettingToEqual', 'IWD2020']",👏👏👏
2020-03-05,@Ailsta Thanks for joining us! Feel free to check out our new report on #GettingToEqual we released ahead of #IWD2020: https://t.co/JQEgwY1O6T https://t.co/JQEgwY1O6T,0,0,0,0,"['GettingToEqual', 'IWD2020']",
2020-03-05,Equality in the workplace has never been more important. @JulieSweet shares insights at #GPTW4ALL from our #GettingToEqual research. Read the report: https://t.co/ANoTrZievn https://t.co/BBLeRPUSQM,5,28,71,6,"['GPTW4ALL', 'GettingToEqual']",
2020-03-02,From finstas to voice skins there are plenty of ways people develop their virtual selves. The latest #FjordTrends digs in to how personal representation is being reimagined: https://t.co/AJsg72M04v https://t.co/g9Np4clsb7,0,4,12,0,['FjordTrends'],
2020-03-02,We’re in the midst of a “tech-clash”—where business and technology models have become misaligned with people’s needs. It’s time to reimagine your approach: https://t.co/uYcLEFZz4c #TechVision2020 #IntoTheNew https://t.co/BfeltxgRoO,2,13,19,0,"['TechVision2020', 'IntoTheNew']",
2020-02-28,"Improving patient care through #AI and advanced analytics— read about INTIENT, our life sciences platform powered by @googlecloud: https://t.co/hfuEDjy833 https://t.co/hfuEDjy833",2,2,22,0,['AI'],
2020-02-28,"Taking robotics out into the open world requires companies to reconsider how the public is affected by their products and services. Read more, via @techhq: https://t.co/9bgIXrV5Vi #TechVision2020",1,3,10,0,['TechVision2020'],
2020-02-27,"From personalization to prediction, #FjordTrends 2020 shares three ways to start implementing #AI: https://t.co/Bpzm3trle5 https://t.co/o5yhxmbYrt",2,5,13,1,"['FjordTrends', 'AI']",
2020-02-27,What qualities do leaders need to create value and honor values? Find out: https://t.co/m5JtRpWAk9 #ResponsibleLeadership,1,4,12,0,['ResponsibleLeadership'],
2020-02-27,@SchneiderElec We're looking forward to exciting sessions and inspiring discussions! #InnovationSummit,0,1,1,0,['InnovationSummit'],
2020-02-26,"Ideal #FutureSystems must be boundaryless, adaptable, and radically human. Here's how some real companies are implementing them: https://t.co/W8pzRoZOhK #IntoTheNew",2,5,14,0,"['FutureSystems', 'IntoTheNew']",
2020-02-26,"""Trust is the ultimate currency of the digital economy""—our CTIO @pauldaugh underlines the importance of values vs. value, via @SiliconAngle: https://t.co/1wMTty6ipo #TechVision2020",1,7,25,0,['TechVision2020'],
2020-02-25,ICYMI: Watch the replay of our #TechVision2020 Global Webcast to find out how tech trends will affect your career in the new decade: https://t.co/qksjaOFTdj https://t.co/HbOZm6jYzi,3,8,23,2,['TechVision2020'],
2020-02-25,"We’re happy to be included once again on @Ethisphere’s #WorldsMostEthicalCompanies list. 

Thanks @Ethisphere for recognizing all the ways in which we continually work to raise the standards of integrity for our people, our company and our world. https://t.co/AzlvEZMe0w https://t.co/jfyKuFSSr7",3,15,39,2,['WorldsMostEthicalCompanies'],
2020-02-24,What's a digital twin and how can it help understand the life cycle of every product and asset you have? Read more in @MITSloan: https://t.co/5Q2tSvV0yY #IndustryX0,1,5,21,1,['IndustryX0'],
2020-02-24,Companies that govern innovation extensively can achieve 2X revenue growth compared to those that don’t. Read how: https://t.co/LTCmfOemyz #IntoTheNew,1,6,26,1,['IntoTheNew'],
2020-02-21,"If they want consumers to embrace new products and services, businesses must closely align to people’s values. Find out more from our new #TechVision2020 report: https://t.co/XasjsbeOo1 #IntoTheNew https://t.co/UDQkbHt28i",2,5,16,1,"['TechVision2020', 'IntoTheNew']",
2020-02-21,Are your employees suffering from a post-digital culture shock? From remote training to cyber safety—see how to improve their workplace experiences: https://t.co/urIkbF8m9o #FutureWorkforce https://t.co/E76iiszapq,1,1,11,0,['FutureWorkforce'],
2020-02-20,Customers' ethical priorities and concerns for the environment are impacting sales. More in this year's #FjordTrends report: https://t.co/xM9e9nFDHF https://t.co/zFzC1Qd23i,2,5,17,0,['FjordTrends'],
2020-02-19,"Old models, new needs. Here’s how to understand the current “tech-clash”—and adjust to survive it: https://t.co/FWTdUBG9pQ #TechVision2020 #IntoTheNew https://t.co/L94FSZkDDE",1,10,31,0,"['TechVision2020', 'IntoTheNew']",
2020-02-19,How to scale #AI effectively? Here are three real-world success stories from our clients: https://t.co/hJaJLU4Trh #IntoTheNew https://t.co/RuE3EFVTil,1,7,13,1,"['AI', 'IntoTheNew']",
2020-02-19,RT @AccentureIndia: Last week at the @nasscom #NTLF2020 keynote: Our @mcarrelb helped unveiled our #TechVision2020 report and had some impo…,0,7,0,0,"['NTLF2020', 'TechVision2020']",
2020-02-18,"RT @techhq: Breaking out of labs and facilities — #robots of the open world

#robotics #mining #manufacturing #logistics #technology https:…",0,6,0,0,"['robots', 'robotics', 'mining', 'manufacturing', 'logistics', 'technology']",
2020-02-18,RT @AccentureIndia: From the @nasscom #NTLF2020 panel discussion last week: Our @rekha_m_menon spoke about the catalysts driving change in…,0,5,0,0,['NTLF2020'],
2020-02-17,"Digital is now everywhere—but successful, sustainable innovation also requires being human-centric.

Find out more in our new #TechVision2020 trend report: https://t.co/aUBNViHYSw #IntoTheNew https://t.co/OiZWnAggSh",3,16,50,1,"['TechVision2020', 'IntoTheNew']",
2020-02-14,How will tech trends affect your career in the new decade? Register for our Feb. 19 #TechVision2020 Global Webcast and find out. https://t.co/0HQy5eTfIl https://t.co/rkht1ciCfY,3,19,51,1,['TechVision2020'],
2020-02-14,RT @AmyFuller: That off-target ad that follows you around the web?—it’s “tech-clash.” See how to crush it with @Accenture’s #TechVision2020…,0,7,0,0,['TechVision2020'],
2020-02-13,"Yesterday’s best practices = today’s shortcomings?

Our #TechVision2020 report details the technology shifts that are reshaping business as usual—find it here: https://t.co/3lDYSaAW2Z #IntoTheNew https://t.co/ikOP3igeMt",1,22,25,0,"['TechVision2020', 'IntoTheNew']",
2020-02-12,"RT @pauldaugh: Very excited to launch #TechVision2020, our annual roadmap for leaders, showing how to achieve success in a world of rapid c…",0,44,0,0,['TechVision2020'],
2020-02-12,"@anandshah_2 Thanks for joining us! Our #TechVision2020 report is out now, enjoy your read: https://t.co/66BXYVfpEb 👀",0,0,1,0,['TechVision2020'],👀
2020-02-12,"Out now: #TechVision2020, our annual forecast of technology innovation trends for business leaders. Read it here: https://t.co/XR6k3xw16K #IntoTheNew https://t.co/ijWxbTAQVs",0,44,66,9,"['TechVision2020', 'IntoTheNew']",
2020-02-11,Ignore conventional wisdom—governance doesn’t have to stifle innovation. Here’s how to design it: https://t.co/A3izK8cVWD #IntoTheNew https://t.co/tpfeqNdjy9,1,4,18,0,['IntoTheNew'],
2020-02-10,"Goodbye, hand-scrawled signatures. Hello, facial recognition—and privacy concerns. Read #FjordTrends 2020 to learn how to build experiences your customers will trust: https://t.co/dZNB9PAU51 https://t.co/hlnukFXG6m",1,4,22,0,['FjordTrends'],
2020-02-10,"For 20 years, we’ve delivered our annual forecast of the most important tech trends shaping business today. 

Get ready for this year’s #TechVision2020, coming Feb.12. https://t.co/mrZvUPlM5h",1,18,46,0,['TechVision2020'],
2020-02-07,RT @pauldaugh: Our State of #CyberResilience survey finds organizations only protect 60% of their business ecosystem https://t.co/nH47evmqDv,0,5,0,0,['CyberResilience'],
2020-02-07,RT @pauldaugh: Our 2020 #TechVision launches next week!  Once you see it - you’ll note a connection to this article - an impressive compila…,0,14,0,0,['TechVision'],
2020-02-07,"What's one thing organizations should focus on in 2020 to create new, sustainable value? We asked leaders to share their insights—here's what they said.

🎥 Hear more answers here: https://t.co/xh8V1gxmcV #IntoTheNew https://t.co/HOYD8kfqOl",2,5,24,1,['IntoTheNew'],🎥
2020-02-06,"Don’t miss our annual forecast of the most important tech trends shaping business today.

#TechVision2020. Coming Feb. 12. https://t.co/6rG76af8Y6",2,21,50,0,['TechVision2020'],
2020-02-05,"What's the future of money? In #FjordTrends 2020, we look at the changing definition of value: https://t.co/Xi8n5VGBzq https://t.co/WndQJ90VN7",1,4,20,0,['FjordTrends'],
2020-02-05,"RT @AccentureUK: Tech is everywhere, value isn't. Our own @ZahraS_B explains at #KaleidoscopeLondon why it's important to be designing and…",0,16,0,0,['KaleidoscopeLondon'],
2020-02-04,"We asked leaders what's one thing organizations can do to create new value in 2020. Here's what they had to say. 

🎥 Hear more answers here: https://t.co/xh8V1gxmcV #IntoTheNew https://t.co/4UKHjp0IAz",1,9,31,1,['IntoTheNew'],🎥
2020-02-04,How are leading companies driving growth? By pairing portfolio innovation with rigorous governance. Learn more: https://t.co/hAm7SQ2V8t #IntoTheNew https://t.co/Up5V49WFiT,2,8,20,0,['IntoTheNew'],
2020-02-04,"RT @AccentureACTIVE: Levi's, Madewell and Allbirds are already using #AI to make smarter product decisions. What could it help you create?…",0,7,0,0,['AI'],
2020-02-03,"Thank you to our people in Italy—because of you, we’ve been named one of the #TopEmployers in the country. Congratulazioni! 🎉",4,6,57,1,['TopEmployers'],🎉
2020-02-03,"73% of consumers are willing to share more if brands are more transparent about their #digitaladvertising. So, we thought we’d give it a try. Find out more in our Consumer Pulse Survey: https://t.co/GaUfcW38TK https://t.co/23hPLtHLvq",1,10,17,1,['digitaladvertising'],
2020-01-31,CEOs that invest in—but don't effectively scale—new technologies are sacrificing potential revenue. Our new report can help: https://t.co/KnHuNBbwsY #IntoTheNew https://t.co/OvRNu9THSH,1,4,21,0,['IntoTheNew'],
2020-01-31,RT @AccentureACTIVE: Ready to reimagine your company's offering in an era of conscious consumerism? #FjordTrends is here to help:  https://…,0,8,0,0,['FjordTrends'],
2020-01-30,Who are your stakeholders and how well do you know them? Read more about the elements of #ResponsibleLeadership that are essential for the decade ahead: https://t.co/AzK7yFUIlN https://t.co/1dNMefwRim,1,6,19,1,['ResponsibleLeadership'],
2020-01-30,@womeninitawards @salesforce Congratulations @ShaheenSayed5! Thank you for all you do to improve diversity and inclusion at Accenture and across the industry. #GettingToEqual,0,1,5,0,['GettingToEqual'],
2020-01-29,“Brands which embrace the long-term view—starting with their impact on the world and society—will emerge as winners.” Our CMCO @AmyFuller explains why: https://t.co/M7PUwP3riv #FjordTrends,3,7,24,0,['FjordTrends'],
2020-01-29,"Quick insights from #WEF20: What's one thing organizations can do to create new value in 2020?
 
@EllynJShook1 @YuvalRooz @giancarloMKTS @pauldaugh and Jo Deblaere on how to turn last week's commitments into actions. https://t.co/Ig3abFhMU4 #IntoTheNew https://t.co/V5aJk7nXjj",2,7,20,2,"['WEF20', 'IntoTheNew']",
2020-01-28,Companies need to consider the environmental and social consequences of growth. #FjordTrends 2020 explains why—and how: https://t.co/JJY4PlghCA https://t.co/s61qRGB9N8,1,6,22,0,['FjordTrends'],
2020-01-27,"RT @Accenture: 🗻❄️🤝 This week's #WEF20 was insightful and inspiring—and just the start of a new decade of action in #sustainability, #Respo…",0,28,0,0,"['WEF20', 'sustainability']",🗻❄🤝
2020-01-25,"🗻❄️🤝 This week's #WEF20 was insightful and inspiring—and just the start of a new decade of action in #sustainability, #ResponsibleLeadership, CEO-driven innovation &amp; more.

Check out few of our highlights from Davos—and find more here: https://t.co/PbbxsPXqFC #AccentureAtDavos https://t.co/FCJgsYviCC",3,28,66,1,"['WEF20', 'sustainability', 'ResponsibleLeadership', 'AccentureAtDavos']",🗻❄🤝
2020-01-24,"New approaches to #ResponsibleLeadership are necessary for the decade ahead. Thanks @EllynJShook1 @alisonmartin74 @MrAntonioSimoes @peterlacy @cslinjun @cslinjun for sharing your insights.

🎥 Watch the full replay here: https://t.co/6HL1JESUdn #WEF20 https://t.co/7n9l95pfPA",4,10,44,1,"['ResponsibleLeadership', 'WEF20']",🎥
2020-01-24,"The #gigeconomy is creating more jobs—but now it's time to rethink policies and provide support for this new wave of workers, says @amcafee of @mit_ide, in a conversation on ""Value and Values"" at #WEF20.

🎥 Find the full panel here: https://t.co/XrTpXn23Pb https://t.co/cb83tfCU91",1,6,21,0,"['gigeconomy', 'WEF20']",🎥
2020-01-24,"How to balance success, sustainability and social responsibility? @Henkel CEO Carsten Knobel shares his thoughts with us at #WEF20.

More form Davos: https://t.co/oddzMX1RAA https://t.co/zynDXXGeiq",2,10,20,1,['WEF20'],
2020-01-24,"Profitable growth and positive societal impact? It’s not just possible, it’s optimal—but it requires #ResponsibleLeadership: https://t.co/shiYCAd77C #WEF20 https://t.co/zs1MNf4hCz",1,5,17,0,"['ResponsibleLeadership', 'WEF20']",
2020-01-24,"RT @ManpowerGroup: Live from #wef20: ""The real accelerator - what people really need - are human skills."" -@EllynJShook1 

We couldn't agre…",0,10,0,0,['wef20'],
2020-01-24,"This week at #WEF20, we helped the UN @globalcompact announce the SDG Ambition impact initiative, aimed at scaling business integration of #sustainability goals.

Watch it here: https://t.co/43mKhDmt4K #UnitingBusiness @Lise_Kingo https://t.co/nfwMkqFuk9",5,9,26,0,"['WEF20', 'sustainability', 'UnitingBusiness']",
2020-01-23,"Quick insights at #WEF20: What's one thing organizations can do to create new value in 2020?

Thanks @MBushGPTW @LizRebeAlarcon @DBTreat @GeneReznik @shruthivjk @JMOllagnier for your thoughts. https://t.co/cERGfBdMdl #AccentureAtDavos #IntoTheNew https://t.co/bH0h3TbioV",1,10,12,1,"['WEF20', 'AccentureAtDavos', 'IntoTheNew']",
